I00002|33001|47408895.02
I00022|33001|47408895.02
I00002|33002|42658544.49
I00022|33002|42658544.49
I00002|33003|42658544.49
I00022|33003|42658544.49
I00002|33004|0
I00022|33004|0
I00002|33005|0
I00022|33005|0
I00002|33006|42658544.49
I00022|33006|42658544.49
I00002|33007|0
I00022|33007|0
I00002|33008|0
I00022|33008|0
I00002|33009|0
I00022|33009|0
I00002|33010|0
I00022|33010|0
I00002|33011|0
I00022|33011|0
I00002|33012|0
I00022|33012|0
I00002|33013|0
I00022|33013|0
I00002|33014|0
I00022|33014|0
I00002|33015|4704719.46
I00022|33015|4704719.46
I00002|33016|4704719.46
I00022|33016|4704719.46
I00002|33017|0
I00022|33017|0
I00002|33018|0
I00022|33018|0
I00002|33019|0
I00022|33019|0
I00002|33020|0
I00022|33020|0
I00002|33021|0
I00022|33021|0
I00002|33022|0
I00022|33022|0
I00002|33023|0
I00022|33023|0
I00002|33024|0
I00022|33024|0
I00002|33025|45631.07
I00022|33025|45631.07
I00002|33026|32181232.16
I00022|33026|32181232.16
I00002|33027|29528889.36
I00022|33027|29528889.36
I00002|33028|0
I00022|33028|0
I00002|33029|0
I00022|33029|0
I00002|33030|0
I00022|33030|0
I00002|33041|2652342.8
I00022|33041|2652342.8
I00002|33042|0
I00022|33042|0
I00002|33043|0
I00022|33043|0
I00002|33044|15227662.86
I00022|33044|15227662.86
I00002|33045|902829.97
I00022|33045|902829.97
I00002|33046|101175.74
I00022|33046|101175.74
I00002|33047|16029317.09
I00022|33047|16029317.09
I00002|33048|4437329.27
I00022|33048|4437329.27
I00002|33049|11591987.82
I00022|33049|11591987.82
I00002|33050|0
I00022|33050|0
I00002|33051|-3478467.52
I00022|33051|-3478467.52
I00002|33052|8113520.3
I00022|33052|8113520.3
I00001|33301|228533181.13
I00021|33301|228533181.13
I00001|33302|204933181.13
I00021|33302|204933181.13
I00001|33304|23600000
I00021|33304|23600000
I00001|33305|200000
I00021|33305|200000
I00001|33306|23400000
I00021|33306|23400000
I00001|33310|23600000
I00021|33310|23600000
I00001|33311|200000
I00021|33311|200000
I00001|33313|23400000
I00021|33313|23400000
I00001|33314|228533181.13
I00021|33314|228533181.13
I00001|33315|32830000
I00021|33315|32830000
I00001|33316|107393181.13
I00021|33316|107393181.13
I00001|33317|79860000
I00021|33317|79860000
I00001|33318|8450000
I00021|33318|8450000
I00001|33320|228533181.13
I00021|33320|228533181.13
I00001|33321|560000
I00021|33321|560000
I00001|33322|17510000
I00021|33322|17510000
I00001|33323|210463181.13
I00021|33323|210463181.13
I00001|33324|5000000
I00021|33324|5000000
I00001|33325|85.69
I00021|33325|85.69
I00001|33326|228533181.13
I00021|33326|228533181.13
I00001|33327|15150000
I00021|33327|15150000
I00001|33328|14.4
I00021|33328|14.4
I00001|33329|17.4
I00021|33329|17.4
I00001|33330|42930000
I00021|33330|42930000
I00001|33331|14.4
I00021|33331|14.4
I00001|33332|17.4
I00021|33332|17.4
I00001|33333|51273181.13
I00021|33333|51273181.13
I00001|33334|5.64
I00021|33334|5.64
I00001|33335|17.4
I00021|33335|17.4
I00001|33336|119180000
I00021|33336|119180000
I00001|33337|6
I00021|33337|6
I00001|33338|22.32
I00021|33338|22.32
I00001|33340|284670000
I00021|33340|284670000
I00001|33341|354447217.55
I00021|33341|354447217.55
I00000|13A25|35
I00000|13A26|1
I00000|13A27|1
